2021-10-06 16:47:51 startup archives install
2021-12-20 11:33:37 status unpacked openssh-server:amd64 1:8.2p1-4ubuntu0.3
2021-12-20 11:33:37 status half-configured openssh-server:amd64 1:8.2p1-4ubuntu0.3
2021-12-20 11:33:37 status installed openssh-server:amd64 1:8.2p1-4ubuntu0.3
2021-12-20 11:33:37 configure python3-chardet:all 3.0.4-4build1 <none>
2021-12-20 11:33:37 status unpacked python3-chardet:all 3.0.4-4build1
2021-12-20 11:33:37 status half-configured python3-chardet:all 3.0.4-4build1
2021-12-20 11:33:38 status installed python3-chardet:all 3.0.4-4build1
2021-12-20 11:33:38 configure python3-requests:all 2.22.0-2ubuntu1 <none>
2021-12-20 11:33:38 status unpacked python3-requests:all 2.22.0-2ubuntu1
2021-12-20 11:33:38 status half-configured python3-requests:all 2.22.0-2ubuntu1
2021-12-20 11:33:38 status installed python3-requests:all 2.22.0-2ubuntu1
2021-12-20 11:33:38 configure networkd-dispatcher:all 2.1-2~ubuntu20.04.1 <none>
2021-12-20 11:33:38 status unpacked networkd-dispatcher:all 2.1-2~ubuntu20.04.1
2021-12-20 11:33:38 status half-configured networkd-dispatcher:all 2.1-2~ubuntu20.04.1
2021-12-20 11:33:38 status installed networkd-dispatcher:all 2.1-2~ubuntu20.04.1
2021-12-20 11:33:38 configure ssh-import-id:all 5.10-0ubuntu1 <none>
2021-12-20 11:33:38 status unpacked ssh-import-id:all 5.10-0ubuntu1
2021-12-20 11:33:38 status half-configured ssh-import-id:all 5.10-0ubuntu1
2021-12-20 11:33:38 status installed ssh-import-id:all 5.10-0ubuntu1
2021-12-20 11:33:38 trigproc systemd:amd64 245.4-4ubuntu3.13 <none>
2021-12-20 11:33:38 status half-configured systemd:amd64 245.4-4ubuntu3.13
2021-12-20 11:33:38 status installed systemd:amd64 245.4-4ubuntu3.13
2021-12-20 11:33:38 trigproc libc-bin:amd64 2.31-0ubuntu9.2 <none>
2021-12-20 11:33:38 status half-configured libc-bin:amd64 2.31-0ubuntu9.2
2021-12-20 11:33:38 status installed libc-bin:amd64 2.31-0ubuntu9.2
2021-12-20 11:33:38 trigproc ca-certificates:all 20210119~20.04.2 <none>
2021-12-20 11:33:38 status half-configured ca-certificates:all 20210119~20.04.2
2021-12-20 11:33:39 status installed ca-certificates:all 20210119~20.04.2
2021-12-20 11:33:49 startup archives unpack
2021-12-20 11:33:49 install perl-modules-5.30:all <none> 5.30.0-9ubuntu0.2
2021-12-20 11:33:49 status half-installed perl-modules-5.30:all 5.30.0-9ubuntu0.2
2021-12-20 11:33:49 status unpacked perl-modules-5.30:all 5.30.0-9ubuntu0.2
2021-12-20 11:33:49 install libgdbm6:amd64 <none> 1.18.1-5
2021-12-20 11:33:49 status triggers-pending libc-bin:amd64 2.31-0ubuntu9.2
2021-12-20 11:33:49 status half-installed libgdbm6:amd64 1.18.1-5
2021-12-20 11:33:49 status unpacked libgdbm6:amd64 1.18.1-5
2021-12-20 11:33:49 install libgdbm-compat4:amd64 <none> 1.18.1-5
2021-12-20 11:33:49 status half-installed libgdbm-compat4:amd64 1.18.1-5
2021-12-20 11:33:49 status unpacked libgdbm-compat4:amd64 1.18.1-5
2021-12-20 11:33:49 install libperl5.30:amd64 <none> 5.30.0-9ubuntu0.2
2021-12-20 11:33:49 status half-installed libperl5.30:amd64 5.30.0-9ubuntu0.2
2021-12-20 11:33:50 status unpacked libperl5.30:amd64 5.30.0-9ubuntu0.2
2021-12-20 11:33:50 install perl:amd64 <none> 5.30.0-9ubuntu0.2
2021-12-20 11:33:50 status half-installed perl:amd64 5.30.0-9ubuntu0.2
2021-12-20 11:33:50 status unpacked perl:amd64 5.30.0-9ubuntu0.2
2021-12-20 11:33:50 install less:amd64 <none> 551-1ubuntu0.1
2021-12-20 11:33:50 status half-installed less:amd64 551-1ubuntu0.1
2021-12-20 11:33:50 status triggers-pending mime-support:all 3.64ubuntu1
2021-12-20 11:33:50 status unpacked less:amd64 551-1ubuntu0.1
2021-12-20 11:33:50 install netbase:all <none> 6.1
2021-12-20 11:33:50 status half-installed netbase:all 6.1
2021-12-20 11:33:50 status unpacked netbase:all 6.1
2021-12-20 11:33:50 install libbrotli1:amd64 <none> 1.0.7-6ubuntu0.1
2021-12-20 11:33:50 status half-installed libbrotli1:amd64 1.0.7-6ubuntu0.1
2021-12-20 11:33:50 status unpacked libbrotli1:amd64 1.0.7-6ubuntu0.1
2021-12-20 11:33:50 install libroken18-heimdal:amd64 <none> 7.7.0+dfsg-1ubuntu1
2021-12-20 11:33:50 status half-installed libroken18-heimdal:amd64 7.7.0+dfsg-1ubuntu1
2021-12-20 11:33:50 status unpacked libroken18-heimdal:amd64 7.7.0+dfsg-1ubuntu1
2021-12-20 11:33:50 install libasn1-8-heimdal:amd64 <none> 7.7.0+dfsg-1ubuntu1
2021-12-20 11:33:50 status half-installed libasn1-8-heimdal:amd64 7.7.0+dfsg-1ubuntu1
2021-12-20 11:33:50 status unpacked libasn1-8-heimdal:amd64 7.7.0+dfsg-1ubuntu1
2021-12-20 11:33:50 install libheimbase1-heimdal:amd64 <none> 7.7.0+dfsg-1ubuntu1
2021-12-20 11:33:50 status half-installed libheimbase1-heimdal:amd64 7.7.0+dfsg-1ubuntu1
2021-12-20 11:33:50 status unpacked libheimbase1-heimdal:amd64 7.7.0+dfsg-1ubuntu1
2021-12-20 11:33:50 install libhcrypto4-heimdal:amd64 <none> 7.7.0+dfsg-1ubuntu1
2021-12-20 11:33:50 status half-installed libhcrypto4-heimdal:amd64 7.7.0+dfsg-1ubuntu1
2021-12-20 11:33:50 status unpacked libhcrypto4-heimdal:amd64 7.7.0+dfsg-1ubuntu1
2021-12-20 11:33:50 install libwind0-heimdal:amd64 <none> 7.7.0+dfsg-1ubuntu1
2021-12-20 11:33:50 status half-installed libwind0-heimdal:amd64 7.7.0+dfsg-1ubuntu1
2021-12-20 11:33:50 status unpacked libwind0-heimdal:amd64 7.7.0+dfsg-1ubuntu1
2021-12-20 11:33:50 install libhx509-5-heimdal:amd64 <none> 7.7.0+dfsg-1ubuntu1
2021-12-20 11:33:50 status half-installed libhx509-5-heimdal:amd64 7.7.0+dfsg-1ubuntu1
2021-12-20 11:33:50 status unpacked libhx509-5-heimdal:amd64 7.7.0+dfsg-1ubuntu1
2021-12-20 11:33:50 install libkrb5-26-heimdal:amd64 <none> 7.7.0+dfsg-1ubuntu1
2021-12-20 11:33:50 status half-installed libkrb5-26-heimdal:amd64 7.7.0+dfsg-1ubuntu1
2021-12-20 11:33:50 status unpacked libkrb5-26-heimdal:amd64 7.7.0+dfsg-1ubuntu1
2021-12-20 11:33:50 install libheimntlm0-heimdal:amd64 <none> 7.7.0+dfsg-1ubuntu1
2021-12-20 11:33:50 status half-installed libheimntlm0-heimdal:amd64 7.7.0+dfsg-1ubuntu1
2021-12-20 11:33:50 status unpacked libheimntlm0-heimdal:amd64 7.7.0+dfsg-1ubuntu1
2021-12-20 11:33:50 install libgssapi3-heimdal:amd64 <none> 7.7.0+dfsg-1ubuntu1
2021-12-20 11:33:50 status half-installed libgssapi3-heimdal:amd64 7.7.0+dfsg-1ubuntu1
2021-12-20 11:33:50 status unpacked libgssapi3-heimdal:amd64 7.7.0+dfsg-1ubuntu1
2021-12-20 11:33:50 install libsasl2-modules-db:amd64 <none> 2.1.27+dfsg-2
2021-12-20 11:33:50 status half-installed libsasl2-modules-db:amd64 2.1.27+dfsg-2
2021-12-20 11:33:50 status unpacked libsasl2-modules-db:amd64 2.1.27+dfsg-2
2021-12-20 11:33:50 install libsasl2-2:amd64 <none> 2.1.27+dfsg-2
2021-12-20 11:33:50 status half-installed libsasl2-2:amd64 2.1.27+dfsg-2
2021-12-20 11:33:50 status unpacked libsasl2-2:amd64 2.1.27+dfsg-2
2021-12-20 11:33:50 install libldap-common:all <none> 2.4.49+dfsg-2ubuntu1.8
2021-12-20 11:33:50 status half-installed libldap-common:all 2.4.49+dfsg-2ubuntu1.8
2021-12-20 11:33:50 status unpacked libldap-common:all 2.4.49+dfsg-2ubuntu1.8
2021-12-20 11:33:50 install libldap-2.4-2:amd64 <none> 2.4.49+dfsg-2ubuntu1.8
2021-12-20 11:33:50 status half-installed libldap-2.4-2:amd64 2.4.49+dfsg-2ubuntu1.8
2021-12-20 11:33:50 status unpacked libldap-2.4-2:amd64 2.4.49+dfsg-2ubuntu1.8
2021-12-20 11:33:50 install libnghttp2-14:amd64 <none> 1.40.0-1build1
2021-12-20 11:33:50 status half-installed libnghttp2-14:amd64 1.40.0-1build1
2021-12-20 11:33:51 status unpacked libnghttp2-14:amd64 1.40.0-1build1
2021-12-20 11:33:51 install librtmp1:amd64 <none> 2.4+20151223.gitfa8646d.1-2build1
2021-12-20 11:33:51 status half-installed librtmp1:amd64 2.4+20151223.gitfa8646d.1-2build1
2021-12-20 11:33:51 status unpacked librtmp1:amd64 2.4+20151223.gitfa8646d.1-2build1
2021-12-20 11:33:51 install libssh-4:amd64 <none> 0.9.3-2ubuntu2.2
2021-12-20 11:33:51 status half-installed libssh-4:amd64 0.9.3-2ubuntu2.2
2021-12-20 11:33:51 status unpacked libssh-4:amd64 0.9.3-2ubuntu2.2
2021-12-20 11:33:51 install libcurl4:amd64 <none> 7.68.0-1ubuntu2.7
2021-12-20 11:33:51 status half-installed libcurl4:amd64 7.68.0-1ubuntu2.7
2021-12-20 11:33:51 status unpacked libcurl4:amd64 7.68.0-1ubuntu2.7
2021-12-20 11:33:51 install curl:amd64 <none> 7.68.0-1ubuntu2.7
2021-12-20 11:33:51 status half-installed curl:amd64 7.68.0-1ubuntu2.7
2021-12-20 11:33:51 status unpacked curl:amd64 7.68.0-1ubuntu2.7
2021-12-20 11:33:51 install libcurl3-gnutls:amd64 <none> 7.68.0-1ubuntu2.7
2021-12-20 11:33:51 status half-installed libcurl3-gnutls:amd64 7.68.0-1ubuntu2.7
2021-12-20 11:33:51 status unpacked libcurl3-gnutls:amd64 7.68.0-1ubuntu2.7
2021-12-20 11:33:51 install liberror-perl:all <none> 0.17029-1
2021-12-20 11:33:51 status half-installed liberror-perl:all 0.17029-1
2021-12-20 11:33:51 status unpacked liberror-perl:all 0.17029-1
2021-12-20 11:33:51 install git-man:all <none> 1:2.25.1-1ubuntu3.2
2021-12-20 11:33:51 status half-installed git-man:all 1:2.25.1-1ubuntu3.2
2021-12-20 11:33:51 status unpacked git-man:all 1:2.25.1-1ubuntu3.2
2021-12-20 11:33:51 install git:amd64 <none> 1:2.25.1-1ubuntu3.2
2021-12-20 11:33:51 status half-installed git:amd64 1:2.25.1-1ubuntu3.2
2021-12-20 11:33:52 status unpacked git:amd64 1:2.25.1-1ubuntu3.2
2021-12-20 11:33:52 install libsasl2-modules:amd64 <none> 2.1.27+dfsg-2
2021-12-20 11:33:52 status half-installed libsasl2-modules:amd64 2.1.27+dfsg-2
2021-12-20 11:33:52 status unpacked libsasl2-modules:amd64 2.1.27+dfsg-2
2021-12-20 11:33:52 install patch:amd64 <none> 2.7.6-6
2021-12-20 11:33:52 status half-installed patch:amd64 2.7.6-6
2021-12-20 11:33:52 status unpacked patch:amd64 2.7.6-6
2021-12-20 11:33:52 startup packages configure
2021-12-20 11:33:52 configure perl-modules-5.30:all 5.30.0-9ubuntu0.2 <none>
2021-12-20 11:33:52 status unpacked perl-modules-5.30:all 5.30.0-9ubuntu0.2
2021-12-20 11:33:52 status half-configured perl-modules-5.30:all 5.30.0-9ubuntu0.2
2021-12-20 11:33:52 status installed perl-modules-5.30:all 5.30.0-9ubuntu0.2
2021-12-20 11:33:52 configure libbrotli1:amd64 1.0.7-6ubuntu0.1 <none>
2021-12-20 11:33:52 status unpacked libbrotli1:amd64 1.0.7-6ubuntu0.1
2021-12-20 11:33:52 status half-configured libbrotli1:amd64 1.0.7-6ubuntu0.1
2021-12-20 11:33:52 status installed libbrotli1:amd64 1.0.7-6ubuntu0.1
2021-12-20 11:33:52 configure libsasl2-modules:amd64 2.1.27+dfsg-2 <none>
2021-12-20 11:33:52 status unpacked libsasl2-modules:amd64 2.1.27+dfsg-2
2021-12-20 11:33:52 status half-configured libsasl2-modules:amd64 2.1.27+dfsg-2
2021-12-20 11:33:52 status installed libsasl2-modules:amd64 2.1.27+dfsg-2
2021-12-20 11:33:52 configure libnghttp2-14:amd64 1.40.0-1build1 <none>
2021-12-20 11:33:52 status unpacked libnghttp2-14:amd64 1.40.0-1build1
2021-12-20 11:33:52 status half-configured libnghttp2-14:amd64 1.40.0-1build1
2021-12-20 11:33:52 status installed libnghttp2-14:amd64 1.40.0-1build1
2021-12-20 11:33:52 configure less:amd64 551-1ubuntu0.1 <none>
2021-12-20 11:33:52 status unpacked less:amd64 551-1ubuntu0.1
2021-12-20 11:33:52 status half-configured less:amd64 551-1ubuntu0.1
2021-12-20 11:33:52 status installed less:amd64 551-1ubuntu0.1
2021-12-20 11:33:52 configure libldap-common:all 2.4.49+dfsg-2ubuntu1.8 <none>
2021-12-20 11:33:52 status unpacked libldap-common:all 2.4.49+dfsg-2ubuntu1.8
2021-12-20 11:33:52 status half-configured libldap-common:all 2.4.49+dfsg-2ubuntu1.8
2021-12-20 11:33:52 status installed libldap-common:all 2.4.49+dfsg-2ubuntu1.8
2021-12-20 11:33:52 configure libsasl2-modules-db:amd64 2.1.27+dfsg-2 <none>
2021-12-20 11:33:52 status unpacked libsasl2-modules-db:amd64 2.1.27+dfsg-2
2021-12-20 11:33:52 status half-configured libsasl2-modules-db:amd64 2.1.27+dfsg-2
2021-12-20 11:33:52 status installed libsasl2-modules-db:amd64 2.1.27+dfsg-2
2021-12-20 11:33:52 configure librtmp1:amd64 2.4+20151223.gitfa8646d.1-2build1 <none>
2021-12-20 11:33:52 status unpacked librtmp1:amd64 2.4+20151223.gitfa8646d.1-2build1
2021-12-20 11:33:52 status half-configured librtmp1:amd64 2.4+20151223.gitfa8646d.1-2build1
2021-12-20 11:33:52 status installed librtmp1:amd64 2.4+20151223.gitfa8646d.1-2build1
2021-12-20 11:33:52 configure patch:amd64 2.7.6-6 <none>
2021-12-20 11:33:52 status unpacked patch:amd64 2.7.6-6
2021-12-20 11:33:52 status half-configured patch:amd64 2.7.6-6
2021-12-20 11:33:52 status installed patch:amd64 2.7.6-6
2021-12-20 11:33:52 configure libsasl2-2:amd64 2.1.27+dfsg-2 <none>
2021-12-20 11:33:52 status unpacked libsasl2-2:amd64 2.1.27+dfsg-2
2021-12-20 11:33:52 status half-configured libsasl2-2:amd64 2.1.27+dfsg-2
2021-12-20 11:33:52 status installed libsasl2-2:amd64 2.1.27+dfsg-2
2021-12-20 11:33:52 configure libssh-4:amd64 0.9.3-2ubuntu2.2 <none>
2021-12-20 11:33:52 status unpacked libssh-4:amd64 0.9.3-2ubuntu2.2
2021-12-20 11:33:52 status half-configured libssh-4:amd64 0.9.3-2ubuntu2.2
2021-12-20 11:33:52 status installed libssh-4:amd64 0.9.3-2ubuntu2.2
2021-12-20 11:33:52 configure libroken18-heimdal:amd64 7.7.0+dfsg-1ubuntu1 <none>
2021-12-20 11:33:52 status unpacked libroken18-heimdal:amd64 7.7.0+dfsg-1ubuntu1
2021-12-20 11:33:52 status half-configured libroken18-heimdal:amd64 7.7.0+dfsg-1ubuntu1
2021-12-20 11:33:52 status installed libroken18-heimdal:amd64 7.7.0+dfsg-1ubuntu1
2021-12-20 11:33:52 configure git-man:all 1:2.25.1-1ubuntu3.2 <none>
2021-12-20 11:33:52 status unpacked git-man:all 1:2.25.1-1ubuntu3.2
2021-12-20 11:33:52 status half-configured git-man:all 1:2.25.1-1ubuntu3.2
2021-12-20 11:33:52 status installed git-man:all 1:2.25.1-1ubuntu3.2
2021-12-20 11:33:52 configure netbase:all 6.1 <none>
2021-12-20 11:33:52 status unpacked netbase:all 6.1
2021-12-20 11:33:52 status half-configured netbase:all 6.1
2021-12-20 11:33:52 status installed netbase:all 6.1
2021-12-20 11:33:52 configure libheimbase1-heimdal:amd64 7.7.0+dfsg-1ubuntu1 <none>
2021-12-20 11:33:52 status unpacked libheimbase1-heimdal:amd64 7.7.0+dfsg-1ubuntu1
2021-12-20 11:33:52 status half-configured libheimbase1-heimdal:amd64 7.7.0+dfsg-1ubuntu1
2021-12-20 11:33:52 status installed libheimbase1-heimdal:amd64 7.7.0+dfsg-1ubuntu1
2021-12-20 11:33:52 configure libgdbm6:amd64 1.18.1-5 <none>
2021-12-20 11:33:52 status unpacked libgdbm6:amd64 1.18.1-5
2021-12-20 11:33:52 status half-configured libgdbm6:amd64 1.18.1-5
2021-12-20 11:33:52 status installed libgdbm6:amd64 1.18.1-5
2021-12-20 11:33:52 configure libasn1-8-heimdal:amd64 7.7.0+dfsg-1ubuntu1 <none>
2021-12-20 11:33:52 status unpacked libasn1-8-heimdal:amd64 7.7.0+dfsg-1ubuntu1
2021-12-20 11:33:52 status half-configured libasn1-8-heimdal:amd64 7.7.0+dfsg-1ubuntu1
2021-12-20 11:33:52 status installed libasn1-8-heimdal:amd64 7.7.0+dfsg-1ubuntu1
2021-12-20 11:33:52 configure libhcrypto4-heimdal:amd64 7.7.0+dfsg-1ubuntu1 <none>
2021-12-20 11:33:52 status unpacked libhcrypto4-heimdal:amd64 7.7.0+dfsg-1ubuntu1
2021-12-20 11:33:52 status half-configured libhcrypto4-heimdal:amd64 7.7.0+dfsg-1ubuntu1
2021-12-20 11:33:52 status installed libhcrypto4-heimdal:amd64 7.7.0+dfsg-1ubuntu1
2021-12-20 11:33:52 configure libwind0-heimdal:amd64 7.7.0+dfsg-1ubuntu1 <none>
2021-12-20 11:33:52 status unpacked libwind0-heimdal:amd64 7.7.0+dfsg-1ubuntu1
2021-12-20 11:33:52 status half-configured libwind0-heimdal:amd64 7.7.0+dfsg-1ubuntu1
2021-12-20 11:33:52 status installed libwind0-heimdal:amd64 7.7.0+dfsg-1ubuntu1
2021-12-20 11:33:52 configure libgdbm-compat4:amd64 1.18.1-5 <none>
2021-12-20 11:33:52 status unpacked libgdbm-compat4:amd64 1.18.1-5
2021-12-20 11:33:52 status half-configured libgdbm-compat4:amd64 1.18.1-5
2021-12-20 11:33:52 status installed libgdbm-compat4:amd64 1.18.1-5
2021-12-20 11:33:52 configure libperl5.30:amd64 5.30.0-9ubuntu0.2 <none>
2021-12-20 11:33:52 status unpacked libperl5.30:amd64 5.30.0-9ubuntu0.2
2021-12-20 11:33:52 status half-configured libperl5.30:amd64 5.30.0-9ubuntu0.2
2021-12-20 11:33:52 status installed libperl5.30:amd64 5.30.0-9ubuntu0.2
2021-12-20 11:33:52 configure libhx509-5-heimdal:amd64 7.7.0+dfsg-1ubuntu1 <none>
2021-12-20 11:33:52 status unpacked libhx509-5-heimdal:amd64 7.7.0+dfsg-1ubuntu1
2021-12-20 11:33:52 status half-configured libhx509-5-heimdal:amd64 7.7.0+dfsg-1ubuntu1
2021-12-20 11:33:52 status installed libhx509-5-heimdal:amd64 7.7.0+dfsg-1ubuntu1
2021-12-20 11:33:52 configure perl:amd64 5.30.0-9ubuntu0.2 <none>
2021-12-20 11:33:52 status unpacked perl:amd64 5.30.0-9ubuntu0.2
2021-12-20 11:33:52 status half-configured perl:amd64 5.30.0-9ubuntu0.2
2021-12-20 11:33:52 status installed perl:amd64 5.30.0-9ubuntu0.2
2021-12-20 11:33:52 configure libkrb5-26-heimdal:amd64 7.7.0+dfsg-1ubuntu1 <none>
2021-12-20 11:33:52 status unpacked libkrb5-26-heimdal:amd64 7.7.0+dfsg-1ubuntu1
2021-12-20 11:33:52 status half-configured libkrb5-26-heimdal:amd64 7.7.0+dfsg-1ubuntu1
2021-12-20 11:33:52 status installed libkrb5-26-heimdal:amd64 7.7.0+dfsg-1ubuntu1
2021-12-20 11:33:52 configure libheimntlm0-heimdal:amd64 7.7.0+dfsg-1ubuntu1 <none>
2021-12-20 11:33:52 status unpacked libheimntlm0-heimdal:amd64 7.7.0+dfsg-1ubuntu1
2021-12-20 11:33:52 status half-configured libheimntlm0-heimdal:amd64 7.7.0+dfsg-1ubuntu1
2021-12-20 11:33:52 status installed libheimntlm0-heimdal:amd64 7.7.0+dfsg-1ubuntu1
2021-12-20 11:33:52 configure liberror-perl:all 0.17029-1 <none>
2021-12-20 11:33:52 status unpacked liberror-perl:all 0.17029-1
2021-12-20 11:33:52 status half-configured liberror-perl:all 0.17029-1
2021-12-20 11:33:52 status installed liberror-perl:all 0.17029-1
2021-12-20 11:33:52 configure libgssapi3-heimdal:amd64 7.7.0+dfsg-1ubuntu1 <none>
2021-12-20 11:33:52 status unpacked libgssapi3-heimdal:amd64 7.7.0+dfsg-1ubuntu1
2021-12-20 11:33:52 status half-configured libgssapi3-heimdal:amd64 7.7.0+dfsg-1ubuntu1
2021-12-20 11:33:52 status installed libgssapi3-heimdal:amd64 7.7.0+dfsg-1ubuntu1
2021-12-20 11:33:52 configure libldap-2.4-2:amd64 2.4.49+dfsg-2ubuntu1.8 <none>
2021-12-20 11:33:52 status unpacked libldap-2.4-2:amd64 2.4.49+dfsg-2ubuntu1.8
2021-12-20 11:33:52 status half-configured libldap-2.4-2:amd64 2.4.49+dfsg-2ubuntu1.8
2021-12-20 11:33:52 status installed libldap-2.4-2:amd64 2.4.49+dfsg-2ubuntu1.8
2021-12-20 11:33:52 configure libcurl3-gnutls:amd64 7.68.0-1ubuntu2.7 <none>
2021-12-20 11:33:52 status unpacked libcurl3-gnutls:amd64 7.68.0-1ubuntu2.7
2021-12-20 11:33:52 status half-configured libcurl3-gnutls:amd64 7.68.0-1ubuntu2.7
2021-12-20 11:33:52 status installed libcurl3-gnutls:amd64 7.68.0-1ubuntu2.7
2021-12-20 11:33:52 configure git:amd64 1:2.25.1-1ubuntu3.2 <none>
2021-12-20 11:33:52 status unpacked git:amd64 1:2.25.1-1ubuntu3.2
2021-12-20 11:33:52 status half-configured git:amd64 1:2.25.1-1ubuntu3.2
2021-12-20 11:33:52 status installed git:amd64 1:2.25.1-1ubuntu3.2
2021-12-20 11:33:52 configure libcurl4:amd64 7.68.0-1ubuntu2.7 <none>
2021-12-20 11:33:52 status unpacked libcurl4:amd64 7.68.0-1ubuntu2.7
2021-12-20 11:33:52 status half-configured libcurl4:amd64 7.68.0-1ubuntu2.7
2021-12-20 11:33:52 status installed libcurl4:amd64 7.68.0-1ubuntu2.7
2021-12-20 11:33:52 configure curl:amd64 7.68.0-1ubuntu2.7 <none>
2021-12-20 11:33:52 status unpacked curl:amd64 7.68.0-1ubuntu2.7
2021-12-20 11:33:52 status half-configured curl:amd64 7.68.0-1ubuntu2.7
2021-12-20 11:33:52 status installed curl:amd64 7.68.0-1ubuntu2.7
2021-12-20 11:33:52 trigproc libc-bin:amd64 2.31-0ubuntu9.2 <none>
2021-12-20 11:33:52 status half-configured libc-bin:amd64 2.31-0ubuntu9.2
2021-12-20 11:33:52 status installed libc-bin:amd64 2.31-0ubuntu9.2
2021-12-20 11:33:52 trigproc mime-support:all 3.64ubuntu1 <none>
2021-12-20 11:33:52 status half-configured mime-support:all 3.64ubuntu1
2021-12-20 11:33:52 status installed mime-support:all 3.64ubuntu1
2021-12-20 11:34:10 startup archives unpack
2021-12-20 11:34:10 install install-info:amd64 <none> 6.7.0.dfsg.2-5
2021-12-20 11:34:10 status half-installed install-info:amd64 6.7.0.dfsg.2-5
2021-12-20 11:34:10 status unpacked install-info:amd64 6.7.0.dfsg.2-5
2021-12-20 11:34:10 startup packages configure
2021-12-20 11:34:10 configure install-info:amd64 6.7.0.dfsg.2-5 <none>
2021-12-20 11:34:10 status unpacked install-info:amd64 6.7.0.dfsg.2-5
2021-12-20 11:34:10 status half-configured install-info:amd64 6.7.0.dfsg.2-5
2021-12-20 11:34:10 status installed install-info:amd64 6.7.0.dfsg.2-5
2021-12-20 11:34:11 startup archives unpack
2021-12-20 11:34:11 install fonts-droid-fallback:all <none> 1:6.0.1r16-1.1
2021-12-20 11:34:11 status half-installed fonts-droid-fallback:all 1:6.0.1r16-1.1
2021-12-20 11:34:11 status unpacked fonts-droid-fallback:all 1:6.0.1r16-1.1
2021-12-20 11:34:11 install libgomp1:amd64 <none> 10.3.0-1ubuntu1~20.04
2021-12-20 11:34:11 status triggers-pending libc-bin:amd64 2.31-0ubuntu9.2
2021-12-20 11:34:11 status half-installed libgomp1:amd64 10.3.0-1ubuntu1~20.04
2021-12-20 11:34:11 status unpacked libgomp1:amd64 10.3.0-1ubuntu1~20.04
2021-12-20 11:34:11 install libfftw3-double3:amd64 <none> 3.3.8-2ubuntu1
2021-12-20 11:34:11 status half-installed libfftw3-double3:amd64 3.3.8-2ubuntu1
2021-12-20 11:34:11 status unpacked libfftw3-double3:amd64 3.3.8-2ubuntu1
2021-12-20 11:34:11 install libpng16-16:amd64 <none> 1.6.37-2
2021-12-20 11:34:11 status half-installed libpng16-16:amd64 1.6.37-2
2021-12-20 11:34:11 status unpacked libpng16-16:amd64 1.6.37-2
2021-12-20 11:34:11 install libfreetype6:amd64 <none> 2.10.1-2ubuntu0.1
