# Generated from UNIDATA/LineBreak.txt.
# Code:LineBreakingClass
#  0:OP   1:CL   2:QU   3:GL   4:NS   5:EX   6:SY   7:IS   8:PR   9:PO
# 10:NU  11:AL  12:ID  13:IN  14:HY  15:BA  16:BB  17:B2  18:ZW  19:CM
# 20:WJ  21:H2  22:H3  23:JL  24:JV  25:JT  26:SA  27:SP  28:PS  29:BK
# 30:CR  31:LF  32:NL  33:CB  34:SG  35:AI  36:XX
0x0000-0x3FFFFF 36
0x0000-0x0008 19
0x0009 15
0x000A 31
0x000B-0x000C 29
0x000D 30
0x000E-0x001F 19
0x0020 27
0x0021 5
0x0022 2
0x0023 11
0x0024 8
0x0025 9
0x0026 11
0x0027 2
0x0028-0x0029 0
0x002A 11
0x002B 8
0x002C 7
0x002D 14
0x002E 7
0x002F 6
0x0030-0x0039 10
0x003A-0x003B 7
0x003C-0x003E 11
0x003F 5
0x0040-0x005A 11
0x005B 0
0x005C 8
0x005D 0
0x005E-0x007A 11
0x007B 0
0x007C 15
0x007D 1
0x007E 11
0x007F-0x0084 19
0x0085 32
0x0086-0x009F 19
0x00A0 3
0x00A1 0
0x00A2 9
0x00A3-0x00A5 8
0x00A6 11
0x00A7-0x00A8 35
0x00A9 11
0x00AA 35
0x00AB 2
0x00AC 11
0x00AD 15
0x00AE-0x00AF 11
0x00B0 9
0x00B1 8
0x00B2-0x00B3 35
0x00B4 16
0x00B5 11
0x00B6-0x00BA 35
0x00BB 2
0x00BC-0x00BE 35
0x00BF 0
0x00C0-0x00D6 11
0x00D7 35
0x00D8-0x00F6 11
0x00F7 35
0x00F8-0x02C6 11
0x02C7 35
0x02C8 16
0x02C9-0x02CB 35
0x02CC 16
0x02CD 35
0x02CE-0x02CF 11
0x02D0 35
0x02D1-0x02D7 11
0x02D8-0x02DB 35
0x02DC 11
0x02DD 35
0x02DE 11
0x02DF 16
0x02E0-0x02FF 11
0x0300-0x034E 19
0x034F 3
0x0350-0x035B 19
0x035C-0x0362 3
0x0363-0x036F 19
0x0370-0x037D 11
0x037E 7
0x0384-0x0482 11
0x0483-0x0489 19
0x048A-0x0587 11
0x0589 7
0x058A 15
0x0591-0x05BD 19
0x05BE 15
0x05BF 19
0x05C0 11
0x05C1-0x05C2 19
0x05C3 11
0x05C4-0x05C5 19
0x05C6 5
0x05C7 19
0x05D0-0x0608 11
0x0609-0x060B 9
0x060C-0x060D 7
0x060E-0x060F 11
0x0610-0x061A 19
0x061B-0x061F 5
0x0621-0x064A 11
0x064B-0x065E 19
0x0660-0x0669 10
0x066A 9
0x066B-0x066C 10
0x066D-0x066F 11
0x0670 19
0x0671-0x06D3 11
0x06D4 5
0x06D5 11
0x06D6-0x06DC 19
0x06DD 11
0x06DE-0x06E4 19
0x06E5-0x06E6 11
0x06E7-0x06E8 19
0x06E9 11
0x06EA-0x06ED 19
0x06EE-0x06EF 11
0x06F0-0x06F9 10
0x06FA-0x0710 11
0x0711 19
0x0712-0x072F 11
0x0730-0x074A 19
0x074D-0x07A5 11
0x07A6-0x07B0 19
0x07B1 11
0x07C0-0x07C9 10
0x07CA-0x07EA 11
0x07EB-0x07F3 19
0x07F4-0x07F7 11
0x07F8 7
0x07F9 5
0x07FA-0x0815 11
0x0816-0x0819 19
0x081A 11
0x081B-0x0823 19
0x0824 11
0x0825-0x0827 19
0x0828 11
0x0829-0x082D 19
0x0830-0x083E 11
0x0900-0x0903 19
0x0904-0x0939 11
0x093C 19
0x093D 11
0x093E-0x094E 19
0x0950 11
0x0951-0x0955 19
0x0958-0x0961 11
0x0962-0x0963 19
0x0964-0x0965 15
0x0966-0x096F 10
0x0970-0x097F 11
0x0981-0x0983 19
0x0985-0x09B9 11
