# Generated from UNIDATA/UnicodeData.txt.
0x0000-0x001F Cc
0x0020 Zs
0x0021-0x0023 Po
0x0024 Sc
0x0025-0x0027 Po
0x0028 Ps
0x0029 Pe
0x002A Po
0x002B Sm
0x002C Po
0x002D Pd
0x002E-0x002F Po
0x0030-0x0039 Nd
0x003A-0x003B Po
0x003C-0x003E Sm
0x003F-0x0040 Po
0x0041-0x005A Lu
0x005B Ps
0x005C Po
0x005D Pe
0x005E Sk
0x005F Pc
0x0060 Sk
0x0061-0x007A Ll
0x007B Ps
0x007C Sm
0x007D Pe
0x007E Sm
0x007F-0x009F Cc
0x00A0 Zs
0x00A1 Po
0x00A2-0x00A5 Sc
0x00A6-0x00A7 So
0x00A8 Sk
0x00A9 So
0x00AA Ll
0x00AB Pi
0x00AC Sm
0x00AD Cf
0x00AE So
0x00AF Sk
0x00B0 So
0x00B1 Sm
0x00B2-0x00B3 No
0x00B4 Sk
0x00B5 Ll
0x00B6 So
0x00B7 Po
0x00B8 Sk
0x00B9 No
0x00BA Ll
0x00BB Pf
0x00BC-0x00BE No
0x00BF Po
0x00C0-0x00D6 Lu
0x00D7 Sm
0x00D8-0x00DE Lu
0x00DF-0x00F6 Ll
0x00F7 Sm
0x00F8-0x00FF Ll
0x0100 Lu
0x0101 Ll
0x0102 Lu
0x0103 Ll
0x0104 Lu
0x0105 Ll
0x0106 Lu
0x0107 Ll
0x0108 Lu
0x0109 Ll
0x010A Lu
0x010B Ll
0x010C Lu
0x010D Ll
0x010E Lu
0x010F Ll
0x0110 Lu
0x0111 Ll
0x0112 Lu
0x0113 Ll
0x0114 Lu
0x0115 Ll
0x0116 Lu
0x0117 Ll
0x0118 Lu
0x0119 Ll
0x011A Lu
0x011B Ll
0x011C Lu
0x011D Ll
0x011E Lu
0x011F Ll
0x0120 Lu
0x0121 Ll
0x0122 Lu
0x0123 Ll
0x0124 Lu
0x0125 Ll
0x0126 Lu
0x0127 Ll
0x0128 Lu
0x0129 Ll
0x012A Lu
0x012B Ll
0x012C Lu
0x012D Ll
0x012E Lu
0x012F Ll
0x0130 Lu
0x0131 Ll
0x0132 Lu
0x0133 Ll
0x0134 Lu
0x0135 Ll
0x0136 Lu
0x0137-0x0138 Ll
0x0139 Lu
0x013A Ll
0x013B Lu
0x013C Ll
0x013D Lu
0x013E Ll
0x013F Lu
0x0140 Ll
0x0141 Lu
0x0142 Ll
0x0143 Lu
0x0144 Ll
0x0145 Lu
0x0146 Ll
0x0147 Lu
0x0148-0x0149 Ll
0x014A Lu
0x014B Ll
0x014C Lu
0x014D Ll
0x014E Lu
0x014F Ll
0x0150 Lu
0x0151 Ll
0x0152 Lu
0x0153 Ll
0x0154 Lu
0x0155 Ll
0x0156 Lu
0x0157 Ll
0x0158 Lu
0x0159 Ll
0x015A Lu
0x015B Ll
0x015C Lu
0x015D Ll
0x015E Lu
0x015F Ll
0x0160 Lu
0x0161 Ll
0x0162 Lu
0x0163 Ll
0x0164 Lu
0x0165 Ll
0x0166 Lu
0x0167 Ll
0x0168 Lu
0x0169 Ll
0x016A Lu
0x016B Ll
0x016C Lu
0x016D Ll
0x016E Lu
0x016F Ll
0x0170 Lu
0x0171 Ll
0x0172 Lu
0x0173 Ll
0x0174 Lu
0x0175 Ll
0x0176 Lu
0x0177 Ll
0x0178-0x0179 Lu
0x017A Ll
0x017B Lu
0x017C Ll
0x017D Lu
0x017E-0x0180 Ll
0x0181-0x0182 Lu
0x0183 Ll
0x0184 Lu
0x0185 Ll
0x0186-0x0187 Lu
0x0188 Ll
0x0189-0x018B Lu
0x018C-0x018D Ll
