# Generated from UNIDATA/UnicodeData.txt.
0x09F4-0x09FA L
0x09FB ET
0x0A01-0x0A02 NSM
0x0A03-0x0A39 L
0x0A3C NSM
0x0A3E-0x0A40 L
0x0A41-0x0A51 NSM
0x0A59-0x0A6F L
0x0A70-0x0A71 NSM
0x0A72-0x0A74 L
0x0A75-0x0A82 NSM
0x0A83-0x0AB9 L
0x0ABC NSM
0x0ABD-0x0AC0 L
0x0AC1-0x0AC8 NSM
0x0AC9-0x0ACC L
0x0ACD NSM
0x0AD0-0x0AE1 L
0x0AE2-0x0AE3 NSM
0x0AE6-0x0AEF L
0x0AF1 ET
0x0B01 NSM
0x0B02-0x0B39 L
0x0B3C NSM
0x0B3D-0x0B3E L
0x0B3F NSM
0x0B40 L
0x0B41-0x0B44 NSM
0x0B47-0x0B4C L
0x0B4D-0x0B56 NSM
0x0B57-0x0B61 L
0x0B62-0x0B63 NSM
0x0B66-0x0B71 L
0x0B82 NSM
0x0B83-0x0BBF L
0x0BC0 NSM
0x0BC1-0x0BCC L
0x0BCD NSM
0x0BD0-0x0BF2 L
0x0BF3-0x0BF8 ON
0x0BF9 ET
0x0BFA ON
0x0C01-0x0C3D L
0x0C3E-0x0C40 NSM
0x0C41-0x0C44 L
0x0C46-0x0C56 NSM
0x0C58-0x0C61 L
0x0C62-0x0C63 NSM
0x0C66-0x0C6F L
0x0C78-0x0C7E ON
0x0C7F-0x0CB9 L
0x0CBC NSM
0x0CBD-0x0CCB L
0x0CCC-0x0CCD NSM
0x0CD5-0x0CE1 L
0x0CE2-0x0CE3 NSM
0x0CE6-0x0CEF L
0x0CF1-0x0CF2 ON
0x0D02-0x0D40 L
0x0D41-0x0D44 NSM
0x0D46-0x0D4C L
0x0D4D NSM
0x0D57-0x0D61 L
0x0D62-0x0D63 NSM
0x0D66-0x0DC6 L
0x0DCA NSM
0x0DCF-0x0DD1 L
0x0DD2-0x0DD6 NSM
0x0DD8-0x0E30 L
0x0E31 NSM
0x0E32-0x0E33 L
0x0E34-0x0E3A NSM
0x0E3F ET
0x0E40-0x0E46 L
0x0E47-0x0E4E NSM
0x0E4F-0x0EB0 L
0x0EB1 NSM
0x0EB2-0x0EB3 L
0x0EB4-0x0EBC NSM
0x0EBD-0x0EC6 L
0x0EC8-0x0ECD NSM
0x0ED0-0x0F17 L
0x0F18-0x0F19 NSM
0x0F1A-0x0F34 L
0x0F35 NSM
0x0F36 L
0x0F37 NSM
0x0F38 L
0x0F39 NSM
0x0F3A-0x0F3D ON
0x0F3E-0x0F6C L
0x0F71-0x0F7E NSM
0x0F7F L
0x0F80-0x0F84 NSM
0x0F85 L
0x0F86-0x0F87 NSM
0x0F88-0x0F8B L
0x0F90-0x0FBC NSM
0x0FBE-0x0FC5 L
0x0FC6 NSM
0x0FC7-0x102C L
0x102D-0x1030 NSM
0x1031 L
0x1032-0x1037 NSM
0x1038 L
0x1039-0x103A NSM
0x103B-0x103C L
0x103D-0x103E NSM
0x103F-0x1057 L
0x1058-0x1059 NSM
0x105A-0x105D L
0x105E-0x1060 NSM
0x1061-0x1070 L
0x1071-0x1074 NSM
0x1075-0x1081 L
0x1082 NSM
0x1083-0x1084 L
0x1085-0x1086 NSM
0x1087-0x108C L
0x108D NSM
0x108E-0x109C L
0x109D NSM
0x109E-0x135A L
0x135F NSM
0x1360-0x138F L
0x1390-0x1399 ON
0x13A0-0x13F4 L
0x1400 ON
0x1401-0x167F L
0x1680 WS
0x1681-0x169A L
0x169B-0x169C ON
0x16A0-0x1711 L
0x1712-0x1714 NSM
0x1720-0x1731 L
0x1732-0x1734 NSM
0x1735-0x1751 L
0x1752-0x1753 NSM
0x1760-0x1770 L
0x1772-0x1773 NSM
0x1780-0x17B6 L
0x17B7-0x17BD NSM
0x17BE-0x17C5 L
0x17C6 NSM
0x17C7-0x17C8 L
0x17C9-0x17D3 NSM
0x17D4-0x17DA L
0x17DB ET
0x17DC L
0x17DD NSM
0x17E0-0x17E9 L
0x17F0-0x180A ON
0x180B-0x180D NSM
0x180E WS
0x1810-0x18A8 L
0x18A9 NSM
0x18AA-0x191C L
0x1920-0x1922 NSM
0x1923-0x1926 L
0x1927-0x1928 NSM
0x1929-0x1931 L
0x1932 NSM
0x1933-0x1938 L
0x1939-0x193B NSM
0x1940-0x1945 ON
0x1946-0x19DA L
0x19DE-0x19FF ON
0x1A00-0x1A16 L
0x1A17-0x1A18 NSM
0x1A19-0x1A55 L
0x1A56 NSM
0x1A57 L
0x1A58-0x1A60 NSM
0x1A61 L
0x1A62 NSM
0x1A63-0x1A64 L
0x1A65-0x1A6C NSM
0x1A6D-0x1A72 L
0x1A73-0x1A7F NSM
0x1A80-0x1AAD L
0x1B00-0x1B03 NSM
0x1B04-0x1B33 L
0x1B34 NSM
0x1B35 L
0x1B36-0x1B3A NSM
0x1B3B L
0x1B3C NSM
0x1B3D-0x1B41 L
0x1B42 NSM
0x1B43-0x1B6A L
0x1B6B-0x1B73 NSM
0x1B74-0x1B7C L
0x1B80-0x1B81 NSM
0x1B82-0x1BA1 L
0x1BA2-0x1BA5 NSM
0x1BA6-0x1BA7 L
0x1BA8-0x1BA9 NSM
0x1BAA-0x1C2B L
0x1C2C-0x1C33 NSM
0x1C34-0x1C35 L
0x1C36-0x1C37 NSM
0x1C3B-0x1C7F L
0x1CD0-0x1CD2 NSM
0x1CD3 L
0x1CD4-0x1CE0 NSM
0x1CE1 L
0x1CE2-0x1CE8 NSM
0x1CE9-0x1CEC L
0x1CED NSM
0x1CEE-0x1DBF L
0x1DC0-0x1DFF NSM
0x1E00-0x1FBC L
0x1FBD ON
0x1FBE L
0x1FBF-0x1FC1 ON
0x1FC2-0x1FCC L
0x1FCD-0x1FCF ON
0x1FD0-0x1FDB L
0x1FDD-0x1FDF ON
0x1FE0-0x1FEC L
0x1FED-0x1FEF ON
0x1FF2-0x1FFC L
0x1FFD-0x1FFE ON
0x2000-0x200A WS
0x200B-0x200D BN
0x200E L
0x200F R
0x2010-0x2027 ON
0x2028 WS
0x2029 B
0x202A LRE
0x202B RLE
0x202C PDF
0x202D LRO
0x202E RLO
0x202F CS
0x2030-0x2034 ET
0x2035-0x2043 ON
0x2044 CS
0x2045-0x205E ON
0x205F WS
0x2060-0x206F BN
0x2070 EN
0x2071 L
0x2074-0x2079 EN
0x207A-0x207B ES
0x207C-0x207E ON
0x207F L
0x2080-0x2089 EN
0x208A-0x208B ES
0x208C-0x208E ON
0x2090-0x2094 L
0x20A0-0x20B8 ET
0x20D0-0x20F0 NSM
0x2100-0x2101 ON
0x2102 L
0x2103-0x2106 ON
0x2107 L
0x2108-0x2109 ON
0x210A-0x2113 L
0x2114 ON
0x2115 L
0x2116-0x2118 ON
0x2119-0x211D L
0x211E-0x2123 ON
0x2124 L
0x2125 ON
0x2126 L
0x2127 ON
0x2128 L
0x2129 ON
0x212A-0x212D L
0x212E ET
0x212F-0x2139 L
0x213A-0x213B ON
0x213C-0x213F L
0x2140-0x2144 ON
0x2145-0x2149 L
0x214A-0x214D ON
0x214E-0x214F L
0x2150-0x215F ON
0x2160-0x2188 L
0x2189-0x2211 ON
0x2212 ES
0x2213 ET
0x2214-0x2335 ON
0x2336-0x237A L
0x237B-0x2394 ON
0x2395 L
0x2396-0x2487 ON
0x2488-0x249B EN
0x249C-0x24E9 L
0x24EA-0x26AB ON
0x26AC L
0x26AD-0x27FF ON
0x2800-0x28FF L
0x2900-0x2B59 ON
0x2C00-0x2CE4 L
0x2CE5-0x2CEA ON
0x2CEB-0x2CEE L
0x2CEF-0x2CF1 NSM
0x2CF9-0x2CFF ON
0x2D00-0x2DDE L
0x2DE0-0x2DFF NSM
0x2E00-0x2FFB ON
0x3000 WS
0x3001-0x3004 ON
0x3005-0x3007 L
0x3008-0x3020 ON
0x3021-0x3029 L
0x302A-0x302F NSM
0x3030 ON
0x3031-0x3035 L
0x3036-0x3037 ON
0x3038-0x303C L
0x303D-0x303F ON
0x3041-0x3096 L
0x3099-0x309A NSM
0x309B-0x309C ON
0x309D-0x309F L
0x30A0 ON
0x30A1-0x30FA L
0x30FB ON
0x30FC-0x31B7 L
0x31C0-0x31E3 ON
0x31F0-0x321C L
0x321D-0x321E ON
0x3220-0x324F L
0x3250-0x325F ON
0x3260-0x327B L
0x327C-0x327E ON
0x327F-0x32B0 L
0x32B1-0x32BF ON
0x32C0-0x32CB L
0x32CC-0x32CF ON
0x32D0-0x3376 L
0x3377-0x337A ON
0x337B-0x33DD L
0x33DE-0x33DF ON
0x33E0-0x33FE L
0x33FF ON
0x3400-0x4DB5 L
0x4DC0-0x4DFF ON
0x4E00-0xA48C L
0xA490-0xA4C6 ON
0xA4D0-0xA60C L
0xA60D-0xA60F ON
0xA610-0xA66E L
0xA66F-0xA672 NSM
0xA673 ON
0xA67C-0xA67D NSM
0xA67E-0xA67F ON
0xA680-0xA6EF L
0xA6F0-0xA6F1 NSM
0xA6F2-0xA6F7 L
0xA700-0xA721 ON
0xA722-0xA787 L
0xA788 ON
0xA789-0xA801 L
0xA802 NSM
0xA803-0xA805 L
0xA806 NSM
0xA807-0xA80A L
0xA80B NSM
0xA80C-0xA824 L
0xA825-0xA826 NSM
0xA827 L
0xA828-0xA82B ON
0xA830-0xA837 L
0xA838-0xA839 ET
0xA840-0xA873 L
0xA874-0xA877 ON
0xA880-0xA8C3 L
0xA8C4 NSM
0xA8CE-0xA8D9 L
0xA8E0-0xA8F1 NSM
0xA8F2-0xA925 L
0xA926-0xA92D NSM
0xA92E-0xA946 L
0xA947-0xA951 NSM
0xA952-0xA97C L
0xA980-0xA982 NSM
0xA983-0xA9B2 L
0xA9B3 NSM
0xA9B4-0xA9B5 L
0xA9B6-0xA9B9 NSM
0xA9BA-0xA9BB L
0xA9BC NSM
0xA9BD-0xAA28 L
0xAA29-0xAA2E NSM
0xAA2F-0xAA30 L
0xAA31-0xAA32 NSM
0xAA33-0xAA34 L
0xAA35-0xAA36 NSM
0xAA40-0xAA42 L
0xAA43 NSM
0xAA44-0xAA4B L
0xAA4C NSM
0xAA4D-0xAAAF L
0xAAB0 NSM
0xAAB1 L
0xAAB2-0xAAB4 NSM
0xAAB5-0xAAB6 L
0xAAB7-0xAAB8 NSM
0xAAB9-0xAABD L
0xAABE-0xAABF NSM
0xAAC0 L
0xAAC1 NSM
0xAAC2-0xABE4 L
0xABE5 NSM
0xABE6-0xABE7 L
0xABE8 NSM
0xABE9-0xABEC L
0xABED NSM
0xABF0-0xFB17 L
0xFB1D R
0xFB1E NSM
0xFB1F-0xFB28 R
0xFB29 ES
0xFB2A-0xFB4F R
0xFB50-0xFD3D AL
0xFD3E-0xFD3F ON
0xFD50-0xFDFC AL
0xFDFD ON
0xFE00-0xFE0F NSM
0xFE10-0xFE19 ON
0xFE20-0xFE26 NSM
0xFE30-0xFE4F ON
0xFE50 CS
0xFE51 ON
0xFE52 CS
0xFE54 ON
0xFE55 CS
0xFE56-0xFE5E ON
0xFE5F ET
0xFE60-0xFE61 ON
0xFE62-0xFE63 ES
0xFE64-0xFE68 ON
0xFE69-0xFE6A ET
0xFE6B ON
0xFE70-0xFEFC AL
0xFEFF BN
0xFF01-0xFF02 ON
0xFF03-0xFF05 ET
0xFF06-0xFF0A ON
0xFF0B ES
0xFF0C CS
0xFF0D ES
0xFF0E-0xFF0F CS
0xFF10-0xFF19 EN
0xFF1A CS
0xFF1B-0xFF20 ON
0xFF21-0xFF3A L
0xFF3B-0xFF40 ON
0xFF41-0xFF5A L
0xFF5B-0xFF65 ON
0xFF66-0xFFDC L
0xFFE0-0xFFE1 ET
0xFFE2-0xFFE4 ON
0xFFE5-0xFFE6 ET
0xFFE8-0xFFFD ON
0x10000-0x10100 L
0x10101 ON
0x10102-0x1013F L
0x10140-0x1019B ON
0x101D0-0x101FC L
0x101FD NSM
0x10280-0x104A9 L
0x10800-0x1091B R
0x1091F ON
0x10920-0x10A00 R
0x10A01-0x10A0F NSM
0x10A10-0x10A33 R
0x10A38-0x10A3F NSM
0x10A40-0x10B35 R
0x10B39-0x10B3F ON
0x10B40-0x10C48 R
0x10E60-0x10E7E AN
0x11080-0x11081 NSM
0x11082-0x110B2 L
0x110B3-0x110B6 NSM
0x110B7-0x110B8 L
0x110B9-0x110BA NSM
0x110BB-0x1D166 L
0x1D167-0x1D169 NSM
0x1D16A-0x1D172 L
0x1D173-0x1D17A BN
0x1D17B-0x1D182 NSM
0x1D183-0x1D184 L
0x1D185-0x1D18B NSM
0x1D18C-0x1D1A9 L
0x1D1AA-0x1D1AD NSM
0x1D1AE-0x1D1DD L
0x1D200-0x1D241 ON
0x1D242-0x1D244 NSM
0x1D245-0x1D356 ON
0x1D360-0x1D6DA L
0x1D6DB ON
0x1D6DC-0x1D714 L
0x1D715 ON
0x1D716-0x1D74E L
0x1D74F ON
0x1D750-0x1D788 L
0x1D789 ON
0x1D78A-0x1D7C2 L
0x1D7C3 ON
0x1D7C4-0x1D7CB L
0x1D7CE-0x1D7FF EN
0x1F000-0x1F093 ON
0x1F100-0x1F10A EN
0x1F110-0x2FA1D L
0xE0001-0xE007F BN
0xE0100-0xE01EF NSM
0xF0000-0x10FFFD L
