# Generated from UNIDATA/UnicodeData.txt, UNIDATA/PropList.txt, and UNIDATA/WordBreakProperty.txt.
0x1DE4 2
0x1DDD 2
0x1DD6 2
0x1D9C 3
0x1D95 1
0x1D8E 1
0x1D87 1
0x1D46 3
0x1D3F 3
0x213D 1
0x1D526 1
0x1D4DE 1
0x1D4D7 1
0x1D4D0 1
0x1D4C9 1
0x24B9 1
0x1E82 1
0x1E7B 1
0x1A76 2
0x1E33 1
0x1E2C 1
0x1E25 1
0x1DE5 2
0x1DDE 2
0x1DD7 2
0x1D9D 3
0x1D96 1
0x1D8F 1
0x1D47 3
0x2145 1
0x1D40 3
0x1D52E 1
0x1D527 1
0x1D4DF 1
0x1D4D8 1
0x1D4D1 1
0x24BA 1
0x1E83 1
0x1E7C 1
0x1A77 2
0x1E34 1
0x1E2D 1
0x1E26 1
0x1DE6 2
0x1DDF 2
0x1D9E 3
0x1D97 1
0x1D90 1
0x1D48 3
0x2146 1
0x1D41 3
0x1D52F 1
0x1D528 1
0x210C 1
0x1D4E0 1
0x1D4D9 1
0x1D4D2 1
0x24C2 1
0x24BB 1
0x1E84 1
0x1A7F 2
0x1E7D 1
0x1A78 2
0x2060 2
0x1E3C 1
0x1E35 1
0x1E2E 1
0x1E27 1
0x1DE0 2
0x1DA6 3
0x1D9F 3
0x1D98 1
0x1D91 1
0x214E 1
0x1D49 3
0x2147 1
0x1D530 1
0x1D529 1
0x210D 1
0x1D4E8 1
0x1D4E1 1
0x1D4DA 1
0x1D4D3 1
0x24C3 1
0x24BC 1
0x1E8C 1
0x1E85 1
0x1E7E 1
0x1A79 2
0x2061 2
0x1E3D 1
0x1E36 1
0x1E2F 1
0x1DE1 2
0x1DA7 3
0x1DA0 3
0x1D99 1
0x1D4A 3
0x1D538 1
0x1D531 1
0x1D52A 1
0x210E 1
0x2107 1
0x1D4E9 1
0x1D4E2 1
0x1EDC 1
0x1D4DB 1
0x24C4 1
0x24BD 1
0x1E8D 1
0x1E86 1
0x1E7F 1
0x1A7A 2
0x1E3E 1
0x1E37 1
0x1E30 1
0x1DA8 3
0x1DA1 3
0x1D9A 1
0x1D588 1
0x1D4B 3
0x1D539 1
0x1D532 1
0x1D52B 1
0x210F 1
0x1D4EA 1
0x1D4E3 1
0x1EDD 1
0x1D4DC 1
0x24CC 1
0x24C5 1
0x24BE 1
0x1E8E 1
0x1E87 1
0x1E80 1
0x1A7B 2
0x206A 2
0x1E46 1
0x1E3F 1
0x1E38 1
0x1E31 1
0x1DA9 3
0x1DA2 3
0x1D9B 3
0x1D589 1
0x2166 1
0x1D533 1
0x1D52C 1
0x2110 1
0x1D4F2 1
0x1D4EB 1
0x1D4E4 1
0x1EDE 1
0x1D4DD 1
0x24CD 1
0x24C6 1
0x24BF 1
0x1E96 1
0x1E8F 1
0x1E88 1
0x1E81 1
0x206B 2
0x1E47 1
0x1E40 1
0x1E39 1
0x1DAA 3
0x1DA3 3
0x1D58A 1
0x2167 1
0x2160 1
0x1D542 1
0x1D53B 1
0x1D534 1
0x1D52D 1
0x2111 1
0x210A 1
0x1D4F3 1
0x1D4EC 1
0x1EE6 1
0x1D4E5 1
0x1EDF 1
0x24CE 1
0x24C7 1
0x24C0 1
0x1E97 1
0x1E90 1
0x1E89 1
0x1E48 1
0x1E41 1
0x1E3A 1
0x1E00 1
0x1DAB 3
0x1DA4 3
0x1D592 1
0x1D58B 1
0x2168 1
0x2161 1
0x1D543 1
0x1D53C 1
0x1D535 1
0x2119 1
0x2112 1
0x210B 1
0x1D4F4 1
0x1D4ED 1
0x1EE7 1
0x1D4E6 1
0x1EE0 1
0x24D6 1
0x24CF 1
0x24C8 1
0x24C1 1
0x1E98 1
0x1E91 1
0x1E8A 1
0x1E50 1
0x1E49 1
0x1E42 1
0x1E3B 1
0x1E01 1
0x1DAC 3
0x1DA5 3
0x1D593 1
0x1D58C 1
0x2170 1
0x2169 1
0x2162 1
0x1D544 1
0x1D53D 1
0x1D536 1
0x211A 1
0x2113 1
0x1D4FC 1
0x1D4F5 1
0x1D4EE 1
0x1EE8 1
0x1D4E7 1
0x1EE1 1
0x24D7 1
0x24D0 1
0x24C9 1
0x1EA0 1
0x1E99 1
0x1E92 1
0x1E8B 1
0x1E51 1
0x1E4A 1
